countryCode,countryName,indicatorCode,indicatorName,data,error
LBY,Libya,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': 28904164239.3038, '1991': 31991785107.6288, '1992': 33887005287.7376, '1993': 30660029871.1515, '1994': 28610532505.4149, '1995': 25541383196.7302, '1996': 27884630117.5758, '1997': 30700890193.3163, '1998': 27251275902.5491, '1999': 35975878804.297, '2000': 38270983031.8246, '2001': 34112079628.5693, '2002': 20481889763.7795, '2003': 26265625000, '2004': 33122307692.3077, '2005': 47334697611.8548, '2006': 60094248771.9918, '2007': 68032985520.2676, '2008': 86710739534.5526, '2009': 60808538330.3417, '2010': 75380800664.4198, '2011': 48169243831.9141, '2012': 92540964665.5578, '2013': 75351117628.308, '2014': 57372352562.4888, '2015': 48717506272.6981, '2016': 49912085228.3487, '2017': 67157451660.2727, '2018': 76686048499.3527, '2019': 69254143968.3398, '2020': 46808208747.2754, '2021': 39798423941.0335, '2022': 45752336035.9846}",
,,,,,Not found
MWI,Malawi,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': 1801157516.23043, '1981': 1801193743.88288, '1982': 1717379360.42987, '1983': 1780147545.95853, '1984': 1758028656.74575, '1985': 1646442592.58455, '1986': 1722585991.06697, '1987': 1721712198.25696, '1988': 2008189638.9482, '1989': 2314204989.72207, '1990': 2737088195.94459, '1991': 3206784402.38111, '1992': 2618837532.19438, '1993': 3013392429.85585, '1994': 1719864761.30628, '1995': 2033701542.3252, '1996': 3319573821.89376, '1997': 3875785863.38323, '1998': 2547609562.74027, '1999': 2584478943.60105, '2000': 2537307566.12394, '2001': 2498008653.13585, '2002': 5087328437.8737, '2003': 4669789300.35662, '2004': 5058726350.48896, '2005': 5320409651.47544, '2006': 5818279739.14354, '2007': 6451210219.11683, '2008': 7743617352.21427, '2009': 9009887946.82039, '2010': 10128323010.6049, '2011': 11648142958.3651, '2012': 8773203178.16512, '2013': 8031571927.62055, '2014': 8801326169.14547, '2015': 9219474373.16418, '2016': 7909868618.46366, '2017': 8943543677.18899, '2018': 9880675785.93057, '2019': 11025371147.1876, '2020': 12056108780.2073, '2021': 12602334123.7637, '2022': 13164667626.9363}",
MLI,Mali,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': 275494477.81984, '1968': 343771973.331357, '1969': 339913866.633523, '1970': 359772315.067256, '1971': 395218629.372336, '1972': 486617279.362262, '1973': 563683703.170094, '1974': 538747340.766661, '1975': 830710613.857335, '1976': 939228016.198078, '1977': 1049838549.9613, '1978': 1222702571.57931, '1979': 1595422953.67648, '1980': 1759691182.94597, '1981': 1538972426.91311, '1982': 1333754226.22123, '1983': 1297765325.81885, '1984': 1232932104.67093, '1985': 1392196048.89064, '1986': 1852163455.53598, '1987': 2090629984.18361, '1988': 2169040604.50929, '1989': 2181821905.94196, '1990': 2681912149.14767, '1991': 2724131460.10827, '1992': 2830673380.79743, '1993': 2818281080.10984, '1994': 2081846499.03751, '1995': 2706425157.92907, '1996': 2780422047.73085, '1997': 2697105821.83307, '1998': 2920358712.64824, '1999': 3440724707.80834, '2000': 2961484953.73364, '2001': 3468337941.0883, '2002': 3908121309.85681, '2003': 4714071978.28635, '2004': 5454249122.71389, '2005': 6247515892.29694, '2006': 6905934219.29467, '2007': 8156468818.00868, '2008': 9838403090.95859, '2009': 10231962382.7842, '2010': 10689168011.4449, '2011': 12995112698.0102, '2012': 12442035328.035, '2013': 13242690790.0557, '2014': 14364937127.7002, '2015': 13104764378.7114, '2016': 14026048334.2131, '2017': 15365713059.1057, '2018': 17070867577.6666, '2019': 17280250805.2245, '2020': 17465392779.0366, '2021': 19309463505.9833, '2022': 18827176532.3169}",
MRT,Mauritania,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': 159213426.501887, '1962': 164271553.699783, '1963': 168186293.249762, '1964': 224495738.505742, '1965': 255340469.014596, '1966': 266533598.898919, '1967': 282615303.571519, '1968': 311395929.92049, '1969': 295062290.316742, '1970': 309405315.754853, '1971': 335568937.061988, '1972': 391669449.251139, '1973': 493237913.177749, '1974': 613010507.417935, '1975': 703377837.468541, '1976': 775045516.867217, '1977': 799029958.721493, '1978': 804629876.761441, '1979': 951900945.208912, '1980': 1047925029.52885, '1981': 1105494605.37314, '1982': 1108776724.17623, '1983': 1165171334.26275, '1984': 1074373174.16338, '1985': 1009723326.32056, '1986': 1186628778.51695, '1987': 1344664663.9926, '1988': 1414951227.39805, '1989': 1450647019.18099, '1990': 1506914407.82047, '1991': 2133692609.95576, '1992': 2164298425.48412, '1993': 1847353160.37444, '1994': 1944876755.00708, '1995': 2091726047.70039, '1996': 2132087061.08121, '1997': 2071996518.57055, '1998': 2032347629.00637, '1999': 1985922807.12919, '2000': 1779520861.64321, '2001': 1746063580.38174, '2002': 1777057503.059, '2003': 2051147606.73687, '2004': 2362501023.24249, '2005': 2936019525.60241, '2006': 3919577285.92703, '2007': 4346212411.05496, '2008': 5206437120.9471, '2009': 4714595487.85253, '2010': 5628878865.99027, '2011': 6764627665.69239, '2012': 6728208836.22143, '2013': 7223071177.15856, '2014': 6592537781.81518, '2015': 6166863960.00061, '2016': 6398741855.76276, '2017': 6800138755.34592, '2018': 7473550557.07378, '2019': 8066118984.30581, '2020': 8405498735.74293, '2021': 9996240418.70784, '2022': 10375460680.4361}",
MUS,Mauritius,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': 704030891.256716, '1977': 823633426.242452, '1978': 1015369264.0707, '1979': 1211139631.32812, '1980': 1131789419.03755, '1981': 1142388228.18295, '1982': 1078403870.33855, '1983': 1090276947.31304, '1984': 1040554576.01413, '1985': 1076122255.82323, '1986': 1462904781.85454, '1987': 1880850480.07423, '1988': 2134513096.5249, '1989': 2181935024.14244, '1990': 2653485952.13319, '1991': 2856889159.58616, '1992': 3224265821.36824, '1993': 3263363787.16599, '1994': 3558143644.06071, '1995': 4040342060.18334, '1996': 4421952122.97703, '1997': 4187375887.41175, '1998': 4169672974.84855, '1999': 4343708895.58505, '2000': 4663321022.22673, '2001': 4613637222.14006, '2002': 4841310239.63687, '2003': 5816559038.54545, '2004': 6578840498.66931, '2005': 6488743119.74298, '2006': 7028810754.78164, '2007': 8150150144.15635, '2008': 9990356849.29491, '2009': 9128843109.15588, '2010': 10003670690.3497, '2011': 11518413429.9684, '2012': 11668696526.2252, '2013': 12292974007.9361, '2014': 13074130094.3723, '2015': 12007291045.6489, '2016': 12594155346.298, '2017': 13713505998.0391, '2018': 14735695930.9727, '2019': 14436347115.2893, '2020': 11401040995.9946, '2021': 11476433603.7814, '2022': 12898307089.1315}",
,,,,,Not found
MAR,Morocco,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 2037154740.29751, '1961': 2025693537.93302, '1962': 2379611122.70504, '1963': 2657252576.17548, '1964': 2798345296.33244, '1965': 2948331088.10181, '1966': 2876401294.79959, '1967': 3046345311.94219, '1968': 3271422329.995, '1969': 3651622666.021, '1970': 3956336240.94413, '1971': 4356669160.63397, '1972': 5074117544.77482, '1973': 6242146134.92684, '1974': 7675467036.60961, '1975': 8984851898.73747, '1976': 9584296202.0867, '1977': 11049784283.2153, '1978': 13236946766.2301, '1979': 15911994141.2408, '1980': 21728517078.5354, '1981': 17788186055.571, '1982': 17692275268.3876, '1983': 16251407368.0967, '1984': 14824668235.7834, '1985': 14991283215.7408, '1986': 19462086253.3066, '1987': 21765195948.189, '1988': 25705296183.5037, '1989': 26314313191.1826, '1990': 30179955995.515, '1991': 32285573573.9185, '1992': 33711069430.78, '1993': 31655473663.8348, '1994': 35604137422.5796, '1995': 39030285468.3841, '1996': 43161572352.9793, '1997': 39147844526.0838, '1998': 46497609536.2418, '1999': 46266427862.751, '2000': 43017455401.4244, '2001': 43831480206.4535, '2002': 47077192183.7329, '2003': 58029361338.6298, '2004': 66114147932.3903, '2005': 68852655479.5601, '2006': 75883820424.0845, '2007': 86947909744.5993, '2008': 101822906946.027, '2009': 101154952243.015, '2010': 100865325482.244, '2011': 110080631330.061, '2012': 106937397478.353, '2013': 115739288446.799, '2014': 119130845829.482, '2015': 110413820681.034, '2016': 111572946646.535, '2017': 118540574727.552, '2018': 127341141871.205, '2019': 128920265075.525, '2020': 121347533649.793, '2021': 142866583124.696, '2022': 134181587769.796}",
MOZ,Mozambique,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': None, '1991': 3633488385.06275, '1992': 2640001311.31689, '1993': 2729524757.99534, '1994': 2796555381.45919, '1995': 2899912130.16659, '1996': 3856799844.1609, '1997': 4648838896.06781, '1998': 5263884908.24241, '1999': 5976402585.91345, '2000': 5656473652.41147, '2001': 5398557896.15748, '2002': 5677013628.85057, '2003': 6303399757.82376, '2004': 7631106170.94621, '2005': 8542083074.14716, '2006': 9176896597.16802, '2007': 10450826527.2066, '2008': 12556173242.7736, '2009': 11914471512.7684, '2010': 11104649065.1649, '2011': 14381552466.6044, '2012': 16350813486.9908, '2013': 16974314296.2182, '2014': 17716091057.2675, '2015': 15950979333.1582, '2016': 11936993086.9579, '2017': 13219079497.7055, '2018': 14845400592.6712, '2019': 15390031039.9957, '2020': 14156864916.4711, '2021': 15776757419.5197, '2022': 17851491427.6765}",
NAM,Namibia,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': 2421991155.00236, '1981': 2249908724.55805, '1982': 2118710573.93528, '1983': 2297400688.06602, '1984': 1951259376.82085, '1985': 1608237350.81972, '1986': 1809048791.25042, '1987': 2300067840.45776, '1988': 2495095295.18236, '1989': 2535135314.27329, '1990': 2789922033.09408, '1991': 2996869281.48364, '1992': 3429521498.98741, '1993': 3251189247.70138, '1994': 3666503185.43389, '1995': 3978514206.31168, '1996': 3989163041.92553, '1997': 4154990250.56993, '1998': 3873109748.79035, '1999': 3868551624.85758, '2000': 3922231976.43938, '2001': 3557341284.0188, '2002': 3349169932.3008, '2003': 4926439274.97486, '2004': 6609206506.34686, '2005': 7248375216.59475, '2006': 8001779551.06323, '2007': 8839536893.68443, '2008': 8607431845.19631, '2009': 8938847363.87815, '2010': 11431412421.1316, '2011': 12523359440.5499, '2012': 13042053856.9696, '2013': 12043307277.1235, '2014': 12435430396.1929, '2015': 11335161230.1608, '2016': 10722018975.0783, '2017': 12895153160.466, '2018': 13682019171.6627, '2019': 12541928102.7657, '2020': 10583748757.3345, '2021': 12446290854.8973, '2022': 12607436975.946}",
NER,Niger,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 449526872.565561, '1961': 485785231.729353, '1962': 531736599.930736, '1963': 586294879.4719, '1964': 582816396.216401, '1965': 673383510.242122, '1966': 702296079.857692, '1967': 665586872.839162, '1968': 641214226.839012, '1969': 625867984.42818, '1970': 649916621.179857, '1971': 693573704.422866, '1972': 742779659.455166, '1973': 946385104.967731, '1974': 1026137112.43707, '1975': 1048690931.5406, '1976': 1064517600.10051, '1977': 1291458043.7403, '1978': 1774365587.86851, '1979': 2109277663.09748, '1980': 2508524715.79516, '1981': 2170893417.98129, '1982': 2017612217.82752, '1983': 1803099561.08393, '1984': 1461243326.83775, '1985': 1440581653.32328, '1986': 1904097000.74963, '1987': 2233006101.94475, '1988': 2280356194.14559, '1989': 2179567111.0004, '1990': 3512356508.47435, '1991': 3285796877.19799, '1992': 3386232582.4161, '1993': 3052673843.8613, '1994': 1938058176.41585, '1995': 2302537562.69931, '1996': 2405686938.76483, '1997': 2290318908.81986, '1998': 2643363520.93135, '1999': 2537789819.37694, '2000': 2241753192.71257, '2001': 2448714703.09612, '2002': 2782192880.69187, '2003': 3394084731.48601, '2004': 3760443735.45875, '2005': 4383315967.49998, '2006': 4756361253.33358, '2007': 5731485046.0864, '2008': 7297600218.92394, '2009': 7352131304.39631, '2010': 7851192498.77154, '2011': 8772950783.02414, '2012': 9426912639.20382, '2013': 10224897440.9239, '2014': 10862943546.2851, '2015': 9683867926.72766, '2016': 10398861980.6524, '2017': 11185101444.3729, '2018': 12808661487.4035, '2019': 12916454870.5458, '2020': 13744174582.2532, '2021': 14915002098.4975, '2022': 13969605582.5202}",
NGA,Nigeria,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 4196174503.20867, '1961': 4467287894.87176, '1962': 4909399178.20409, '1963': 5165590255.83013, '1964': 5552931321.04864, '1965': 5874537652.53475, '1966': 6366917455.77978, '1967': 5203237920.78613, '1968': 5200997921.68123, '1969': 6634317348.92679, '1970': 12546094986.5804, '1971': 9181769911.50443, '1972': 12274416017.7976, '1973': 15162871287.1287, '1974': 24846641318.1242, '1975': 27778934624.6973, '1976': 36308883248.731, '1977': 36035407725.3219, '1978': 36527862208.7133, '1979': 47259911894.2731, '1980': 64201788122.6054, '1981': 164475209515.939, '1982': 142769363314.176, '1983': 97094911792.0489, '1984': 73484359521.4887, '1985': 73745821158.2254, '1986': 54805852580.9129, '1987': 52676041931.1087, '1988': 49648470440.4593, '1989': 44003061108.4005, '1990': 54035795387.8086, '1991': 49118434950.4188, '1992': 47794954191.501, '1993': 27752204787.489, '1994': 33833043777.7372, '1995': 44062465417.9421, '1996': 51075815092.5, '1997': 54457835603.1357, '1998': 54604050168.1818, '1999': 59372679433.1746, '2000': 69448962760.8787, '2001': 74030562269.9655, '2002': 95054094655.3277, '2003': 104738980156.958, '2004': 135764715375.206, '2005': 175670536601.006, '2006': 238454952231.572, '2007': 278260808841.03, '2008': 339476215683.592, '2009': 295008767295.038, '2010': 366990528103.078, '2011': 414466540786.738, '2012': 463971000388.612, '2013': 520117163617.721, '2014': 574183825592.358, '2015': 493026782401.561, '2016': 404649048648.026, '2017': 375745732274.676, '2018': 421739210176.152, '2019': 474517470742.749, '2020': 432198936002.177, '2021': 440833583992.485, '2022': 477386120635.845}",
,,,,,Not found
RWA,Rwanda,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 119000024.119, '1961': 122000016.122, '1962': 125000008.125, '1963': 128000000.128, '1964': 129999994.13, '1965': 148799980.1488, '1966': 124525702.981669, '1967': 159560018.15956, '1968': 172200018.1722, '1969': 188700037.1887, '1970': 219900006.2199, '1971': 222952503.884321, '1972': 246457838.604265, '1973': 290746157.492369, '1974': 308458423.183854, '1975': 571863503.008491, '1976': 637753856.053117, '1977': 746650611.312185, '1978': 905709080.930258, '1979': 1109346136.6514, '1980': 1254765643.15406, '1981': 1407062526.28631, '1982': 1407243132.61664, '1983': 1479687583.13507, '1984': 1587413091.46475, '1985': 1715626336.53326, '1986': 1944710687.94188, '1987': 2157432667.84224, '1988': 2395492695.13767, '1989': 2405022587.80045, '1990': 2550185692.53721, '1991': 1911600232.09279, '1992': 2029026956.63554, '1993': 1971525718.16062, '1994': 753636370.454545, '1995': 1293535192.21661, '1996': 1382334879.40812, '1997': 1851558199.35773, '1998': 1989343548.29917, '1999': 2157024758.12224, '2000': 2068762706.74598, '2001': 1966548409.54858, '2002': 1965932546.35834, '2003': 2138185328.15156, '2004': 2376464519.64036, '2005': 2933765825.28037, '2006': 3319711249.44189, '2007': 4070391531.29599, '2008': 5179804290.63377, '2009': 5674428927.60356, '2010': 6124693374.47064, '2011': 6884907733.00484, '2012': 7654782978.58736, '2013': 7820052084.03387, '2014': 8239042500.28733, '2015': 8543869360.36164, '2016': 8695318854.11055, '2017': 9252833678.08916, '2018': 9636510839.30707, '2019': 10346675636.3397, '2020': 10172925171.5869, '2021': 11055281971.0454, '2022': 13312796765.2336}",
STP,Sao Tome and Principe,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': None, '1991': None, '1992': None, '1993': None, '1994': None, '1995': None, '1996': None, '1997': None, '1998': None, '1999': None, '2000': None, '2001': 75951131.9461768, '2002': 85171073.8777498, '2003': 102085765.483057, '2004': 114582281.98784, '2005': 136450658.08261, '2006': 142775109.816191, '2007': 149146918.888611, '2008': 188021169.26829, '2009': 187821029.428546, '2010': 196652514.267255, '2011': 231489270.144529, '2012': 250680845.747837, '2013': 300554483.611626, '2014': 346528329.183227, '2015': 316066072.343754, '2016': 345495614.979982, '2017': 375614126.193877, '2018': 412253809.728799, '2019': 427425039.684339, '2020': 472551023.610419, '2021': 526653790.670814, '2022': 546680341.647274}",
SEN,Senegal,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 1003692368.83803, '1961': 1058975258.60599, '1962': 1085475791.97981, '1963': 1122139863.06998, '1964': 1188930644.9607, '1965': 1210058227.1455, '1966': 1246908188.20855, '1967': 1246480767.03742, '1968': 1309384863.20769, '1969': 1245234929.74988, '1970': 1297407654.80231, '1971': 1339549034.36862, '1972': 1620857100.5595, '1973': 1863398590.01061, '1974': 2099325232.11526, '1975': 2830388400.39129, '1976': 2869777881.2443, '1977': 2938046467.89305, '1978': 3280354917.45057, '1979': 4084877817.87838, '1980': 4510108281.84315, '1981': 4095892787.36096, '1982': 4013951446.34767, '1983': 3569356124.7009, '1984': 3485165433.40439, '1985': 3818944920.01861, '1986': 5392093452.44722, '1987': 6487353094.14856, '1988': 6418419392.52726, '1989': 6366039362.80037, '1990': 7390967361.65927, '1991': 7255210474.43418, '1992': 7769817847.278, '1993': 7367986228.20805, '1994': 5034588198.68019, '1995': 6326342634.65422, '1996': 6559712162.47057, '1997': 6041478722.24648, '1998': 6505607913.82443, '1999': 6592834929.38994, '2000': 6013185003.70967, '2001': 6507824826.95024, '2002': 7006402324.84511, '2003': 8768721560.57422, '2004': 10076816661.048, '2005': 11009033445.2548, '2006': 11697918245.3507, '2007': 13994218399.034, '2008': 16853989611.1933, '2009': 16145867483.2198, '2010': 16121315901.8117, '2011': 17814283649.9367, '2012': 17660870395.8103, '2013': 18918667730.5417, '2014': 19797253445.2673, '2015': 17774766696.6987, '2016': 19040312331.1615, '2017': 20996562958.501, '2018': 23116701539.5646, '2019': 23403995984.9306, '2020': 24530513058.5946, '2021': 27569136728.2565, '2022': 27684430244.4907}",
SYC,Seychelles,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 12012025.2477875, '1961': 11592024.3649978, '1962': 12642026.5719722, '1963': 13923029.264481, '1964': 15393032.3542452, '1965': 15603032.7956401, '1966': 16443034.5612196, '1967': 16632032.8138977, '1968': 16074027.3495878, '1969': 16452027.9927472, '1970': 18432031.3616773, '1971': 21965951.7533636, '1972': 30645121.0127585, '1973': 36896278.223337, '1974': 43134498.6932177, '1975': 47803145.9560303, '1976': 49278979.547035, '1977': 64526398.6582547, '1978': 85552369.9145942, '1979': 127261099.24396, '1980': 156783829.564809, '1981': 163750728.237271, '1982': 157211797.726919, '1983': 156098244.669095, '1984': 160992928.613245, '1985': 179691474.285381, '1986': 221147073.282651, '1987': 265212941.116457, '1988': 301985636.80955, '1989': 324333385.605606, '1990': 392163560.879912, '1991': 398307144.759003, '1992': 461409398.855893, '1993': 504230588.114201, '1994': 517570058.151034, '1995': 540733047.733048, '1996': 535250347.089479, '1997': 598967022.07205, '1998': 647287375.762528, '1999': 662838614.880674, '2000': 654212432.437162, '2001': 662064193.596574, '2002': 742134792.367443, '2003': 750847276.441706, '2004': 893012218.181818, '2005': 977899381.818182, '2006': 1081441348.62605, '2007': 1077308888.16317, '2008': 979597364.9333, '2009': 851064318.792141, '2010': 981918002.869768, '2011': 1059249939.59333, '2012': 1089880668.37774, '2013': 1324915221.7211, '2014': 1387576413.85839, '2015': 1391427967.33495, '2016': 1458954109.81959, '2017': 1529773286.49646, '2018': 1587813245.28225, '2019': 1645090567.04612, '2020': 1183515397.64891, '2021': 1286687873.18447, '2022': 1588406479.15511}",
SLE,Sierra Leone,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 321993630.573248, '1961': 327818552.996897, '1962': 342704719.908542, '1963': 348529805.650825, '1964': 371829821.982688, '1965': 359379856.248057, '1966': 375479849.80806, '1967': 348795351.162769, '1968': 329860091.944037, '1969': 408690163.476065, '1970': 434410373.764149, '1971': 419549425.077086, '1972': 465381264.33209, '1973': 575230445.780241, '1974': 648590794.575274, '1975': 679336126.555369, '1976': 594895244.67471, '1977': 691779749.562297, '1978': 960725310.978066, '1979': 1109372098.13879, '1980': 1100688361.26126, '1981': 1114831914.63021, '1982': 1295361467.61023, '1983': 995104199.784208, '1984': 1087471861.98928, '1985': 856863164.455394, '1986': 490177396.181524, '1987': 660115531.970675, '1988': 1055081242.2874, '1989': 932978182.014388, '1990': 649644812.644707, '1991': 780098205.215036, '1992': 679997997.597116, '1993': 768812334.801762, '1994': 911915970.683484, '1995': 870758739.40678, '1996': 941742152.709895, '1997': 850218033.622007, '1998': 672375927.347148, '1999': 669384768.87263, '2000': 635874002.198748, '2001': 1074851475.17873, '2002': 1236235826.58409, '2003': 1369685676.56203, '2004': 1430217080.66487, '2005': 1627058706.47627, '2006': 1862116164.80343, '2007': 2126679686.06845, '2008': 2451896681.91138, '2009': 2419014960.19967, '2010': 2578159479.90083, '2011': 2932274241.9741, '2012': 3789251962.27583, '2013': 4920343203.30269, '2014': 5015180836.19495, '2015': 4252029353.82191, '2016': 3862721204.61052, '2017': 3719443317.52413, '2018': 4085114542.06831, '2019': 4076578653.54714, '2020': 4062906363.55623, '2021': 4249234573.98708, '2022': 3970343852.31939}",
SOM,Somalia,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 180459936.62083, '1961': 191659914.211207, '1962': 203531927.372192, '1963': 216145935.75574, '1964': 229529912.470639, '1965': 243725897.820037, '1966': 257375896.828298, '1967': 271781886.573513, '1968': 286719885.065467, '1969': 306357284.571429, '1970': 322600009.142857, '1971': 331104677.242568, '1972': 416940943.667476, '1973': 507028428.32238, '1974': 467577432.322093, '1975': 710850226.641914, '1976': 807275808.865334, '1977': 498550873.043478, '1978': 564986059.668508, '1979': 590419855.11811, '1980': 603592656.822209, '1981': 699112266.835764, '1982': 774419569.699066, '1983': 733901365.935354, '1984': 788307213.438235, '1985': 876404617.656501, '1986': 930318705.301335, '1987': 1009792724.42175, '1988': 1038291284.49695, '1989': 1092392963.1951, '1990': 917044228.00846, '1991': None, '1992': None, '1993': None, '1994': None, '1995': None, '1996': None, '1997': None, '1998': None, '1999': None, '2000': None, '2001': None, '2002': None, '2003': None, '2004': None, '2005': None, '2006': None, '2007': None, '2008': None, '2009': None, '2010': None, '2011': None, '2012': None, '2013': 4577000011.76017, '2014': 5024999991.72061, '2015': 5335000000, '2016': 5534000000, '2017': 5609000000, '2018': 5856000006.22021, '2019': 6485000000, '2020': 6883000000, '2021': 7628000011.46357, '2022': 8126105600}",
ZAF,South Africa,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 8748596504.06083, '1961': 9225996313.29187, '1962': 9813996078.32716, '1963': 10854195662.6634, '1964': 11955995222.3843, '1965': 13068994777.6297, '1966': 14211394321.1268, '1967': 15821393677.7711, '1968': 17124793156.9326, '1969': 19256992304.9059, '1970': 21218391521.1307, '1971': 23411079377.3158, '1972': 24515911652.3115, '1973': 33262767309.8083, '1974': 41389185877.1235, '1975': 42906919870.3469, '1976': 41150449964.217, '1977': 45328399960.584, '1978': 51607399955.124, '1979': 63038687890.3532, '1980': 89411894563.7285, '1981': 93141478239.0989, '1982': 85904070614.9305, '1983': 96204110963.155, '1984': 84870134616.1773, '1985': 64459376103.5598, '1986': 73354782108.0547, '1987': 96535747613.8244, '1988': 103976854738.412, '1989': 108055603481.557, '1990': 126048148261.474, '1991': 135203698237.977, '1992': 146956142398.778, '1993': 147194766334.415, '1994': 153512697970.738, '1995': 171735933897.331, '1996': 163234919052.67, '1997': 168978069551.36, '1998': 152982979945.103, '1999': 151516952945.154, '2000': 151752749926.331, '2001': 135429908544.338, '2002': 129087560694.625, '2003': 197018960967.972, '2004': 255806928394.811, '2005': 288867202055.144, '2006': 303858667884.835, '2007': 333077117253.684, '2008': 316131245860.682, '2009': 329754054488.855, '2010': 417363825016.286, '2011': 458199486480.576, '2012': 434400545085.811, '2013': 400886013595.573, '2014': 381198869776.106, '2015': 346709790458.563, '2016': 323585509674.481, '2017': 381448814653.456, '2018': 404158882459.024, '2019': 388531226582.351, '2020': 337619569570.511, '2021': 419015636064.711, '2022': 405869718462.343}",
SSD,South Sudan,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': None, '1991': None, '1992': None, '1993': None, '1994': None, '1995': None, '1996': None, '1997': None, '1998': None, '1999': None, '2000': None, '2001': None, '2002': None, '2003': None, '2004': None, '2005': None, '2006': None, '2007': None, '2008': 14586253383.0632, '2009': 12231264525.0671, '2010': 14602072410.9506, '2011': 14907308932.7534, '2012': 11931472169.4915, '2013': 18426469016.9492, '2014': 13962212847.4576, '2015': 11997800760.2242, '2016': None, '2017': None, '2018': None, '2019': None, '2020': None, '2021': None, '2022': None}",
,,,,,Not found
